id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link,instagram_link,twitter_link,play_store_link,app_store_link,maps_link
13612,https://www.monkskettle.com/terra-linda/,https://www.monkskettle.com/menus-san-rafael/#daily-menu-terra-linda,[],[],,True,True,True,False,True,False,False,False,https://monkskettle.getbento.com/order-online-terra-linda/,,,,,,"https://www.google.com/maps/place/655+Del+Ganado+Rd,+San+Rafael,+CA+94903/@38.0138211,-122.5602665,21z/data=!4m5!3m4!1s0x808597c000de85db:0x3b446f20cc117d4e!8m2!3d38.0138809!4d-122.5601681"
13613,http://www.bjsrestaurants.com/locations/ca/modesto,https://www.bjsrestaurants.com/menu,(209) 846-6940,[],,True,True,False,True,False,False,False,False,,,,,,
13614,https://boudinbakery.com/location/boudin-sf-stone-creek-village/,https://www.boudinbakery.com/Boudin_SF_Menu,(209) 952-2000,,,True,True,True,False,,,,,,,,,,
13617,https://website--67449670464873715942-mexicanrestaurant.negocio.site,,(925) 978-4585,"[2013, 2022, 2022, 2021, 2021, 2021, 2021, 2021, 2021, 2021, 4194, 2023, 4585]",,True,True,True,False,False,False,False,False,,,,,,,https://www.google.com/maps/dir//California+burrito/data=!4m8!4m7!1m0!1m5!1m1!1s0x808557de1770d989:0xd31cc1c4ea606a96!2m2!1d-121.787258!2d37.968105
13615,http://www.arteagas.com,,+1 510-791-1252,"[2017, 5600, 1000]",,True,True,True,False,True,False,False,False,https://order.mixbowl.co/arteagas,,,,,
13619,http://mingsgardenlivermore.com,http://www.chinesemenu.com,(925) 960-9998,"[2000, 9997]",,True,True,True,False,False,False,False,False,,,,,,
13623,https://ohganebull.com/cms/about/,http://bullktown.menu11.com/,(408) 352-5515,2017,,True,True,True,False,True,True,False,False,,,,,,
13626,https://elcuscatlan.sitiolink.com,https://elcuscatlan.sitiolink.com/menu.html,(510) 313-0654,,,True,True,True,False,,,,,,,,,,
13624,http://www.skipolinispizza.com,,+1 925-680-6888,"[4637, 1974]",,True,True,True,False,True,False,False,False,https://order.skipolinis.com,,,,,
13621,https://golicecream.com,http://golicecream.com/,(925) 803-6964,2006,info@golicecream.com,True,True,True,False,True,False,False,False,,,,,,
13627,http://yoshi-ramen.com,https://www.yoshi-ramen.com/menus,(650) 757-6833,"[1005, 4129, 6008, 1920, 3727, 4178, 1229, 5457, 2687, 1901, 5950]",605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,True,True,True,False,True,True,False,False,,,,,,
13629,https://www.juiceitup.com/,,+1 209-333-5227,,,True,True,True,False,,,,,,,,,,
13632,https://kabobsxpress.com,,(925) 684-7739,,,True,True,True,False,,,,,,,,,,
13631,http://www.yountvilledeli.com,,(707) 944-2002,2008,,False,False,True,False,False,False,False,False,https://yountvilledeli.revelup.com/weborder/?establishment=1,https://www.facebook.com/gourmetfoodandwinetours/,,,,,"https://www.google.com/maps/place/Yountville+Deli/@38.4004499,-122.3601437,17.08z/data=!4m5!3m4!1s0x8084555451a58d6b:0x6743ecc3b9281280!8m2!3d38.4006529!4d-122.3593876"
13633,https://boudinbakery.com/location/boudin-sf-alamaden-plaza/?utm_source=yelp&utm_medium=restaurant-link&utm_campaign=yelp-page-almaden&utm_content=main-content,https://boudinbakery.com/menu/sandwiches/,(408) 513-1050,,,True,True,True,False,,,,,,,,,,
13636,https://taqueriaextra.com,https://order.online/store/TaqueriaLimon-478758/en-US/?hideModal=true&pickup=true,(510) 505-9200,2016,,True,True,True,False,,,,,,,,,,
13635,https://www.locandamarin.com,https://locandamarin.com/locanda/order,(415) 891-3979,2019,locandamarin@gmail.com,False,False,False,True,False,False,False,False,,,,,,,https://www.google.com/maps/dir/?api=1&destination=286%20Magnolia%20Ave%2C%20Larkspur%2C%20CA%2094939%2C%20USA
13637,http://www.koriander.us/,http://www.koriander.us/,(650) 727-9400,[4450],info@koriander.us,True,True,True,False,False,False,False,True,http://www.koriander.us,https://www.facebook.com/koriander.indiancuisine,,,,
13640,http://www.houseofthaisf.com/,https://www.houseofthaisf.com/menu-haight,+1 415-441-2248,"[1005, 1834, 1834, 6008, 1920, 3727, 1999, 4435, 1229, 5457, 2687, 1901, 5950]",houseofthaionlarkin@gmail.com,True,True,True,False,False,True,False,False,,,,,,
13641,http://www.linguinisrestaurant.com,,+1 510-521-2141,,,False,False,,,False,False,False,False,,,,,,
13638,https://restaurants.subway.com/united-states/ca/moraga/396-park-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=15583&utm_campaign=evergreen-2020,https://subway.com/en-us/restaurant/15583-0/menu,(925) 376-2959,1965,,True,True,True,False,False,True,False,False,https://subway.com/en-US/deliverylocator?intcmp=yext-local:owned:order:Order Pickup:fwh-no-value-w2-2020:0:button:0:orderpickup:hu:local-v1&segment_code=0,,,,,,https://maps.google.com/maps?cid=2851407253795609652
13634,http://www.yayacuisine.com,http://www.yayacuisine.com/menu.htm,+1 415-567-4400,,jannahyaya@gmail.com,False,False,,,False,False,False,True,,,,,,
13644,http://belcampo.com/restaurant/larkspur/,,+1 415-448-5810,,info@belcampoca.com,,,,,,,,,,,,,,
13642,https://mhme.nu/Thestation,https://musthavemenus.com,(209) 207-9335,[],,True,True,True,False,False,False,False,False,,,,,,
13643,https://www.pressedjuicery.com/,,+1 415-925-1301,[2023],info@pressedjuicery.com,True,True,True,False,False,False,False,False,,,,,,
13645,https://locations.auntieannes.com/ca/san-bruno/1150-el-camino-real?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,https://order.auntieannes.com/menu/southland-mall-hayward,+1 650-871-0643,"[2000, 1150, 643, 643, 1150, 1150, 1150, 1150, 8716, 4823, 248, 248, 1150]",,True,True,True,False,False,True,False,False,https://order.auntieannes.com/,,,,,,https://maps.google.com/maps?cid=16544928767506958975
13646,https://thebestsandwiches187.com,https://www.thebestsandwiches187.com/sandwiches-menu,(408) 493-6383,"[1005, 9657, 102, 6008, 1920, 3727, 6383, 6383, 1229, 5457, 2687, 1901, 5950]",thebestsandwiches187@gmail.com,True,True,True,False,True,True,False,True,https://www.thebestsandwiches187.com/orderling-online,,,,,
13651,https://www.eggspressoco.com,https://eggspresso.hrpos.heartland.us/menu,(707) 559-3313,[2023],,True,True,True,False,False,False,False,False,,,,,,
13647,https://www.papamurphys.com,https://www.papamurphys.com/menu/,(510) 865-4777,"[1000, 2023]",,True,False,True,False,False,True,False,False,https://www.papamurphys.com/order/,,,,,
13652,https://www.thesaintsandwichshop.com,https://www.thesaintsandwichshop.com/menus,(510) 479-3554,"[1005, 3016, 6008, 1920, 3727, 3016, 8757, 5457, 2687, 1901, 5950]",SJ@thesaintsandwichshop.com,True,True,True,False,False,True,False,False,,,,,,
13655,http://www.mrpickles.com/shop/mr-pickles-concord-ca-4436-clayton-rd,https://www.mrpickles.com/menu/most-popular/,(925) 326-1088,,,True,True,True,False,,,,,,,,,,
