id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link
22820,http://www.fourseasons.com/siliconvalley/dining/restaurants/quattro/,,+1 650-566-1200,,Quattro.SiliconValley@fourseasons.com,,,,,,,,,,
22821,http://www.7-eleven.com/?yext=14178,,+1 510-500-3357,,,,,,,,,,,,
22822,http://www.elcafecitoespresso.com/,,+1 925-425-7061,,info@elcafecitoespresso.com,,,,,,,,,,
22824,http://www.theplantcafe.com/location/sfo,,+1 650-821-9290,,,,,,,,,,,,
22825,http://www.buffalowildwings.com/en/locations/detail/3698,,+1 707-765-9464,,,,,,,,,,,,
22826,http://www.winebar107.com/contact-us.html,,+1 408-354-6150,,winebar107@testarossa.com,,,,,,,,,,
22827,http://www.7-eleven.com/?yext=14321,,+1 650-961-5913,,,,,,,,,,,,
22828,http://www.7-eleven.com/?yext=14133,,+1 707-648-2805,,,,,,,,,,,,
22829,http://www.thebluepheasant.com/,,+1 408-255-3300,,bluepheasantrestaurant@yahoo.com,,,,,,,,,,
22831,http://www.7-eleven.com/?yext=39595,,+1 510-886-4600,,,,,,,,,,,,
22832,http://www.7-eleven.com/?yext=23846,,+1 408-320-2705,,,,,,,,,,,,
22835,http://diablohillsgolfcourse.com/,,(625) 937-7372,,,,,,,,,,,,
22836,https://www.facebook.com/BobsCountryCorner/,,+1 650-854-4260,,countrycorner@me.com,,,,,,,,,,
22838,http://amouracafe.com,,+1 650-821-0320,,,,,,,,,,,,
22839,http://junctionbreweryandgrill.com,,+1 707-649-2285,,catering@junctionbreweryandgrill.com,,,,,,,,,,
22840,http://www.dragonflytearoom.net,,+1 209-622-0811,,judy@dragonflytearoom.net,,,,,,,,,,
22842,http://www.stellanonna.com,,+1 510-845-8787,,,,,,,,,,,,
22844,http://harmonicbrewing.com/,,+1 415-872-6817,,info@harmonicbrewing.com,,,,,,,,,,
22845,http://www.7-eleven.com/?yext=25717,,+1 408-257-9104,,,,,,,,,,,,
22847,http://asientosf.com/asiento/Intro.html,,+1 415-829-3375,,,,,,,,,,,,
22848,https://johnnydoughnuts.com,,+1 415-450-1866,,connect@johnnydoughnuts.com,,,,,,,,,,
22849,http://foodeist.com/place/starbucks-vallejo-2-3,,,,,,,,,,,,,,
22851,http://marinjoesrestaurant.com,,+1 415-924-2081,,,,,,,,,,,,
22852,http://www.3crosses.org/cafe4,,+1 510-537-4690,,,,,,,,,,,,
22853,http://www.mipueblo.com/mipueblo/,,,,customerservice@mipueblofoods.com,,,,,,,,,,
22854,http://redrobin.com,,+1 916-683-0370,,,,,,,,,,,,
22856,http://www.cakecreationsbakery.com,,,,,,,,,,,,,,
22857,http://www.facebook.com/GKcaterer/,,+1 831-375-3033,,,,,,,,,,,,
22858,http://www.unionstreetshop.com/,,+1 415-922-9559,,,,,,,,,,,,
22859,http://www.legendsranchosolano.com/,,+1 707-434-1160,,,,,,,,,,,,
22860,https://www.facebook.com/PlayCrystalSprings/?rf=410404022362829,,+1 650-342-0603,,,,,,,,,,,,
22861,http://www.7-eleven.com/?yext=20680,,+1 209-477-6701,,,,,,,,,,,,
22863,http://www.diggeryinn.com/,,+1 510-531-0224,,,,,,,,,,,,
22864,http://www.facebook.com/pages/King%20Chicken%20Wing/104934739549662/,,+1 408-262-8730,,,,,,,,,,,,
22865,http://www.korean-bbq-house.com/,,+1 650-878-9292,,,,,,,,,,,,
22866,http://www.7-eleven.com/?yext=15910,,+1 650-871-9110,,,,,,,,,,,,
22867,http://ritasgermandeli.wordpress.com,,+1 510-793-6411,,,,,,,,,,,,
22870,http://Www.oldpossumbrewing.com,,+1 707-303-7177,,,,,,,,,,,,
22871,http://www.7-eleven.com/?yext=39575,,+1 925-371-1500,,,,,,,,,,,,
22872,http://www.7-eleven.com/?yext=15440,,+1 408-294-7214,,,,,,,,,,,,
22873,http://www.bistro112sc.com,,+1 831-854-7458,,info@bistro112sc.com,,,,,,,,,,
22874,http://www.mountainwinery.com,,,,guestservices@mountainwinery.axs.com,,,,,,,,,,
22876,http://www.saaghi.com,,+1 408-998-0122,,brianj1350@gmail.com,,,,,,,,,,
22877,http://berkeleythaibrunch.com,,+1 510-849-3419,,,,,,,,,,,,
22878,http://www.andersenbakery.com,,+1 925-734-9288,,,,,,,,,,,,
22879,https://www.facebook.com/HanaJapaneseCA/,,+1 707-426-5100,,kchanainc@gmail.com,,,,,,,,,,
22881,http://www.silvercloudssf.com/,,+1 415-922-1977,,,,,,,,,,,,
22882,http://www.sweetshoplosaltos.com,,+1 650-941-7467,,,,,,,,,,,,
22883,http://www.filoli.org/plan-your-visit/quails-nest-cafe.html,,,,events@filoli.org,,,,,,,,,,
22884,http://www.7-eleven.com/?yext=14137,,+1 707-762-2413,,,,,,,,,,,,
22885,http://www.7-eleven.com/?yext=14211,,+1 408-354-8280,,,,,,,,,,,,
22886,https://www.facebook.com/Mi-Tierra-168064726547281/,,+1 925-261-9303,,,,,,,,,,,,
22888,http://www.7-eleven.com/?yext=14138,,+1 707-252-0288,,,,,,,,,,,,
22889,https://www.facebook.com/srseafoodgrill/,,+1 707-579-3474,,,,,,,,,,,,
22890,http://www.7-eleven.com/?yext=14184,,+1 510-317-8741,,,,,,,,,,,,
22893,http://www.pyramidbrew.com,,+1 510-528-9880,,,,,,,,,,,,
22894,http://www.summitgrocerystore.com,,+1 408-353-2186,,,,,,,,,,,,
22895,http://www.7-eleven.com/?yext=14187,,+1 510-793-1680,,,,,,,,,,,,
22896,http://www.7-eleven.com/?yext=21427,,+1 510-489-3681,,,,,,,,,,,,
22898,https://thenoblefolk.com/,,+1 707-978-3392,,,,,,,,,,,,
22899,https://www.facebook.com/NeWorldCafe/,,+1 650-239-9750,,nwcafe833@gmail.com,,,,,,,,,,
22900,http://www.starbucks.com/?fbclid=IwAR1ASWMSS1q_ixEvbAW2xOkpl3vnrVEu9bdf7VcmKSCFkEE9nPHmEQUFMP8,,,,,,,,,,,,,,
22901,http://www.7-eleven.com/?yext=14170,,+1 510-339-9123,,,,,,,,,,,,
22903,http://www.lastradasanpablo.com,,+1 510-237-9047,,lastradarestaurant@sbcglobal.net,,,,,,,,,,
22904,http://www.andyslocalmarket.com,,+1 415-456-5730,,info@andyslocalmarket.com,,,,,,,,,,
22906,http://www.fentonscreamery.com/,,+1 707-469-7200,,,,,,,,,,,,
22907,http://phillipsfarmspumpkinpatchlodi.cafestation.space,,+1 209-368-7384,,,,,,,,,,,,
22909,http://www.eatwith.com/users/370575?affid=en-tripadvisor-partnership-san-francisco-h-370575&utm_source=tripadvisor&utm_medium=partnership&utm_campaign=en-tripadvisor-partnership-san-francisco-h-370575,,,,,,,,,,,,,,
22910,http://www.7-eleven.com/?yext=14207,,+1 925-825-9660,,,,,,,,,,,,
