id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link
6146,https://www.thefusionfactory.com,https://www.thefusionfactory.com/menus,(510) 756-6420,2016,,True,True,True,False,,,,,,
6147,http://www.thaibodia.com,,(408) 248-8868,,,False,False,,,False,False,False,False,,
6149,http://www.sjcake.com,,(408) 243-5443,,,True,True,True,False,,,,,,
6150,http://www.rebelkl.com,,(925) 373-0521,2018,,True,True,True,False,False,False,False,True,,
6151,https://locations.noahs.com/us/ca/greenbrae/170-bon-air-ctr,,(415) 925-9971,,,True,True,True,False,,,,,,
6152,http://fiddlersgreenmillbrae.com/,http://www.fiddlersgreenmillbrae.com/menu,(650) 697-3419,1991,,,,,,,,,,,
6153,http://www.cetrella.com/cetrella-los-altos/,http://cetrella.com/cetrella-los-altos/dining-room/dinner/,(650) 948-0400,2015,privatediningla@cetrella.com,False,False,,,True,False,False,True,https://bbot.menu/cetrellapickup/,
6154,http://www.drinkeatgather.com/,http://www.drinkeatgather.com/eat,(925) 493-7293,,,True,True,True,False,False,False,False,True,,
6155,http://www.moshotdogs.com,https://moshotdogs.hrpos.heartland.us/,(707) 258-8905,2015,info@moshotdogs.com,True,True,True,False,,,,,,
6157,http://napa.andaz.hyatt.com/en/hotel/dining/AndazNapaFarmersTable.html,,(707) 687-1234,,info@bridgeportpasty.com,False,False,,,False,False,False,True,,
6158,http://www.eatatazalo.com,https://docs.wixstatic.com/ugd/dcbd94_5bbe9e09b4a74128a62bca9c03f55253.pdf,(707) 303-7702,2018,,True,True,True,False,,,,,,
6159,http://www.taquerialosgallos.com,http://www.taquerialosgallos.com/tlg-menu.html,(925) 687-5988,,,True,True,True,False,,,,,,
6160,http://www.tortillareal.com,https://tortillareal.com/menu,(707) 658-1415,2021,info@tortillareal.com,True,True,True,False,,,,,,
6162,https://www.cafegyrosmenu.com/?utm_source=gbp,,(510) 668-0110,2005,,True,True,True,False,,,,,,
6163,https://www.sonsoflibertyalehouse.com,https://www.sonsoflibertyalehouse.com/menu,(510) 352-7652,2016,,False,False,,,False,False,False,False,,
6164,https://citypizzadelivers.com,https://citypizzadelivers.com/product-category/pizza/,(408) 370-2489,1988,Citypizza12@aol.com,True,True,True,False,,,,,,
6165,http://www.pietros2.com,http://pietros2.com/menu.html,(707) 448-4588,1962,,True,True,True,False,True,False,False,True,,
6166,http://www.kitchensunnyside.com,https://kitchensunnysideca.smiledining.com//?2023020201,(415) 326-5159,2016,info@kitchensunnyside.com,True,True,True,False,,,,,,
6167,https://www.hawaiianbarbecue.com/locations/union-city/,https://hawaiianbarbecue.cdn.prismic.io/hawaiianbarbecue/c3bd1335-3934-4c41-aff7-d37db91c3adb_UnionCity_2019.pdf,(510) 324-8838,,,True,True,True,False,,,,,,
6168,http://www.bjsrestaurants.com/locations/ca/dublin,https://www.bjsrestaurants.com/menu,(925) 452-1155,,guestrelations@bjsrestaurants.com,True,True,True,False,,,,,,
6169,http://www.chaiyasf.com,https://www.chaiyasf.com/menu,(415) 999-0345,2013,,True,True,True,False,,,,,,
6170,http://www.11thtiger.com,http://11thtiger.com/#menu,(925) 791-5241,2017,,True,False,True,False,,,,,,
6171,http://www.mcgeesbarandgrill.com,,(510) 522-3470,,mcgeesparkst@gmail.com,False,False,True,False,,,,,,
6172,http://www.nopasf.com,http://nopasf.com/menus/dinner.pdf,(415) 864-8643,2006,info@nopasf.com,False,False,,,False,False,False,False,,
6173,https://www.ilovesushivalley.com/,http://www.sushivalleyalameda.com/menu.aspx,(510) 523-9888,,sushivalley367@yahoo.com,False,False,,,False,False,False,True,,
6174,http://www.lapencaazul.com,,(510) 769-9110,1987,,True,True,True,False,False,False,False,False,,
6175,http://www.the-bistro.com,,(510) 886-8525,,,True,True,True,False,,,,,,
6176,https://www.ukaijapanesebistro.com,http://ukaijapanesebistro.com/menu,(925) 718-5479,,,True,True,True,False,,,,,,
6177,https://www.facebook.com/pages/Plaza-Cafe/387451591301718,,(925) 827-2811,1985,,True,True,True,False,,,,,,
6178,https://restaurants.fiveguys.com/6660-lone-tree-way,https://www.fiveguys.com/menu,(925) 240-6030,,,True,True,True,False,,,,,,
6179,http://takarasushitogo.com/,,+1 415-626-7864,,,True,True,True,False,,,,,,
6181,http://www.sumikagrill.com,https://8293e23f-f92e-44c5-b2d8-71ca669f58b5.filesusr.com/ugd/ab7daa_5dbe8d5c9021469a8b04776518da4df5.pdf,(650) 917-1822,2006,,False,False,,,False,False,False,False,,
6182,https://deafghananlivermore.wixsite.com/de-afghanan-livermor,https://deafghananlivermore.wixsite.com/de-afghanan-livermor,(925) 371-1113,2012,saminadi@gmail.com,True,True,True,False,,,,,,
6183,http://szechwan-restaurant.business.site,,(925) 254-2020,1980,,True,True,True,False,,,,,,
6184,http://www.squatandgobble.com/,https://squatandgobble.com/#pancakes,(415) 665-9900,,Gobble@SquatandGobble.com,,,,,,,,,,
6185,http://www.cinderellabakery.com,,(415) 751-9690,1959,order@cinderellabakery.com,True,True,True,False,,,,,,
6186,http://www.normsgrill.com,https://www.normsgrill.com/#danvillerestaurant-section,(925) 552-6676,,normsplaceevents@gmail.com,False,False,,,True,False,False,False,https://www.toasttab.com/norms-place?utm_source=opentablelist&utm_medium=referral&utm_campaign=opentablelistcampaign,
6187,http://www.hisuisteak.com,,(707) 448-4002,,,False,False,,,False,False,False,False,,
6189,https://www.chilis.com/locations/us/california/tracy/tracy/,https://www.chilis.com/menu,(209) 835-0687,,,True,True,True,False,False,False,False,False,,
6190,http://www.tastypotusa.com,https://www.tastypotusa.com/menu,(415) 666-3888,2014,,True,True,True,False,,,,,,
6191,http://bogiestoo.com,https://bogiestoo.com/dinner-menu,(415) 492-1530,1989,,True,True,True,False,False,False,False,True,,
6192,https://dinasfamilyrestaurant.business.site,,(510) 770-1930,,,,,,,,,,,,
6193,https://locations.baskinrobbins.com/ca/los-altos/264-state-st?utm_source=Yext&utm_medium=organic&utm_campaign=Yext,http://www.baskinrobbins.com/beverages/shakes.aspx,(650) 941-5412,,,True,False,True,False,,,,,,
6194,http://www.bowldbbq.com/alameda,https://www.bowldbbq.com/_files/ugd/a06ab3_e50b1998c86b4ee58420e8f9f2bd5aac.pdf,(510) 263-8717,,,True,True,True,False,,,,,,
6196,http://thaitime.net,,(415) 831-3663,,,True,True,True,False,,,,,,
6197,http://champagardensf.com,,(415) 349-4186,2006,,True,True,True,False,,,,,,
6199,http://www.goldenoxlodi.com,http://www.goldenoxlodi.com,(209) 333-0146,1991,goldenox@goldenoxlodi.com,True,True,True,False,,,,,,
6200,https://loardsalameda.square.site,,(510) 521-0873,1971,,True,True,True,False,,,,,,
6201,http://www.sabinoscoffee.com,,(510) 357-5282,1991,,True,True,True,False,,,,,,
6202,http://www.mrpickles.com/shop/mr-pickles-santa-rosa-ca-4100-montgomery-drive,http://www.mrpickles.com/menu/,(707) 537-7300,,,True,True,True,False,,,,,,
6203,https://westbrooklynpizza.com,https://westbrooklynpizza.com/menu/,(415) 453-7914,1984,renatofusari@gmail.com,True,True,True,False,,,,,,
6204,http://www.chinagarden168.com,http://www.chinagarden168.com/menu.asp,(925) 449-6315,,,,,,,,,,,,
6205,https://ordering.roundtablepizza.com/Site/roundtablemorganhill,https://ordering.roundtablepizza.com/Site/roundtablemorganhill,(408) 779-6300,1959,,True,True,True,False,,,,,,
6206,http://www.1428haight.com/,,+1 415-864-8484,,support@orderaheadapp.com,True,True,True,False,,,,,,
6207,http://www.facebook.com/profile.php?id=182894275075839,,(707) 864-0707,2003,,True,True,True,False,,,,,,
6208,https://www.rosysatthebeach.com,http://www.rosysatthebeach.com/menu/dinner-menu/,(408) 778-0551,,rosy@rosysatthebeach.com,False,False,,,False,False,False,True,,
6209,http://ordermoscowntbilisibakerystore.com,,(415) 668-6959,,,True,True,True,False,,,,,,
6210,http://chaatscuisine.com,http://www.chaatscuisine.com/chaatsmenu.pdf,(707) 863-0993,2011,,,,,,,,,,,
6211,https://restaurants.ihop.com/en-us/ca/vallejo/breakfast-114-plaza-dr-688?utm_source=yelp&utm_medium=referral&utm_campaign=yelp_referral,https://www.ihop.com/en/menu,(707) 642-1566,1958,,True,False,True,False,,,,,,
6212,https://www.facebook.com/TAQUERIA-BAHIA-319799277989/,,(415) 456-0191,,,True,True,True,False,,,,,,
6213,https://orderzantepizzanindiancuisine.com,,(415) 821-3949,,,True,True,True,False,,,,,,
