id,website_url,restaurant_provided_menu_link,telephone_number,year_established,email_address,offers_delivery,offers_pickup,offers_group_order,offers_catering,has_bar,has_counter,has_gifting,has_takeout,order_online_link,facebook_link,instagram_link,twitter_link,play_store_link,app_store_link,maps_link
0,https://locations.outback.com/california/pittsburg/4350-century-blvd,https://qr.outbackmenus.com/ob536,(925) 778-3845,,,True,True,True,False,False,False,False,True,,,,,,,https://maps.google.com/maps?cid=15476527093927044950
1,http://www.naomisushi.com,,(650) 321-6902,,,True,True,True,False,,,,,,,,,,
2,https://www.famousdaves.com/hayward-ca,https://catering.famousdaves.com/index.cfm?fuseaction=order&action=menu-categories&channel-id=2&store_code=3205,(510) 782-2030,,,True,True,True,False,False,False,False,True,https://togo.famousdaves.com/menu/famous-daves-hayward?olonwp=0kNpREIXbEy9skvK9WX_Og,,,,,,"https://www.google.com/maps/dir/Current+Location/Famous+Daves,790 West Winton Avenue, Hayward, California, 94595"
3,https://www.burmabistro.net,https://www.burmabistro.net/menus,(408) 372-5422,2015,,True,True,True,False,False,False,False,False,,,,,,
7,https://alfredoitlaliantogo.com,https://qmenu.us/#/alfredos-italian-restaurant,(707) 782-0500,,,True,True,True,False,False,False,False,False,,,,,,,https://www.google.com/maps/place/1426%20E%20Washington%20St%2C%20Petaluma%2C%20CA%2094954
5,http://408-253-2232.atmenu.at,http://408-253-2232.atmenu.at/Menu,(408) 253-2232,,,True,True,True,False,,,,,,,,,,
6,https://www.grubatmos.com,https://www.grubatmos.com/menu.html,(408) 871-1300,2013,,True,True,True,False,False,False,False,True,,,,,,
8,http://dacafe-sf.com,,(415) 668-7883,,turnervicentetgzpu74@gmail.com,True,True,True,False,,,,,,,,,,
9,https://maivietnamesecotati.com,https://maivietnamesecotati.com/products/items/MTEwNA/NDQx,(707) 665-9628,,,True,True,True,False,,,,,,,,,,,https://goo.gl/maps/Cm3u9YZ17cf3CU1E7
11,https://www.dashijapaneserestaurant.com/public/site/index.php,https://www.DashiJapaneseRestaurant.com/public/site/menu.php#appetizer,(650) 328-6868,,,True,True,True,False,False,False,False,False,,,,,,
10,https://bluesakanablackhawk.com,https://bluesakanablackhawk.com/menu/,(925) 648-7838,2016,,True,True,True,False,False,False,False,False,,,,,,
